Ind1	Ind2	R	LnL(R)		U	HS	FS	PO
ESSH11 	ESSR27 	U	-65.47		-	4.48	9.45	9999
ESSH11 	ESSR28 	U	-57.29		-	1.39	4.32	9999
ESSH11 	ESSE01 	U	-61.18		-	4.22	9.74	9999
ESSH11 	ESSE02 	U	-75.98		-	4.09	9.04	9999
ESSH11 	ESSE03 	U	-68.27		-	5.08	11.04	9999
ESSH11 	ESSE04 	U	-60.94		-	0.78	3.13	9999
ESSH11 	ESSE05 	U	-62.80		-	1.34	4.61	9999
ESSH11 	ESSE06 	U	-72.71		-	0.56	3.06	9999
ESSH11 	ESSE07 	U	-68.96		-	2.13	6.19	9999
ESSH11 	ESSE08 	HS	-61.19		2.26	-	2.47	9999
ESSH11 	ESSE09 	HS	-65.12		4.02	-	1.89	9999
ESSH11 	ESSE10 	U	-57.70		-	4.18	9.02	9999
ESSH11 	ESSE11 	U	-61.17		-	2.48	7.11	9999
ESSH11 	ESSE12 	U	-77.58		-	4.56	10.39	9999
ESSH11 	ESSE13 	HS	-57.96		0.11	-	0.92	9999
ESSH11 	ESSE14 	U	-69.96		-	1.44	4.64	9999
ESSH11 	ESSE15 	U	-66.90		-	2.50	6.48	9999
ESSH11 	ESSE16 	U	-65.60		-	1.82	6.43	9999
ESSH11 	ESSE17 	U	-61.88		-	2.30	6.40	9999
ESSH11 	ESSE18 	U	-64.82		-	3.68	8.22	9999
ESSH11 	ESSE19 	U	-73.84		-	3.63	8.82	9999
ESSH11 	ESSE20 	U	-69.58		-	1.92	5.29	9999
ESSH11 	ESSE21 	U	-69.05		-	3.33	7.78	9999
ESSH11 	ESSE22 	U	-45.24		-	1.37	3.89	9999
ESSH11 	ESSE23 	U	-63.89		-	5.97	12.25	9999
ESSH11 	ESSE24 	U	-68.28		-	1.62	5.27	9999
ESSH11 	ESSE25 	U	-62.83		-	0.64	4.11	9999
ESSH11 	ESSE26 	U	-64.67		-	3.77	9.01	9999
ESSH11 	ESSE27 	U	-66.53		-	4.71	10.31	9999
ESSH11 	ESSE28 	HS	-62.78		1.25	-	0.42	9999
ESSH11 	ESSH10 	FS	-62.48		3.88	1.26	-	9999
ESSH12 	ESSR18 	U	-55.92		-	2.45	5.93	9999
ESSH12 	ESSR19 	U	-61.34		-	1.21	4.67	9999
ESSH12 	ESSR20 	U	-59.50		-	1.47	3.67	9999
ESSH12 	ESSR01 	U	-58.23		-	1.19	5.00	9999
ESSH12 	ESSR02 	HS	-55.93		0.36	-	1.45	9999
ESSH12 	ESSR03 	U	-59.62		-	3.98	8.40	9999
ESSH12 	ESSR04 	U	-59.75		-	1.28	5.14	9999
ESSH12 	ESSR05 	HS	-52.78		0.71	-	1.70	9999
ESSH12 	ESSR06 	U	-64.46		-	3.20	8.21	9999
ESSH12 	ESSR07 	U	-55.48		-	2.13	5.39	9999
ESSH12 	ESSR08 	U	-61.16		-	0.77	4.41	9999
ESSH12 	ESSR09 	U	-60.24		-	0.85	3.05	9999
ESSH12 	ESSR10 	HS	-49.20		0.23	-	1.78	9999
ESSH12 	ESSR11 	U	-55.70		-	0.58	2.98	9999
ESSH12 	ESSR12 	U	-54.92		-	1.81	6.15	9999
ESSH12 	ESSR13 	U	-48.19		-	2.26	5.76	9999
ESSH12 	ESSR14 	U	-67.00		-	1.81	5.76	9999
ESSH12 	ESSR15 	U	-49.59		-	2.31	4.90	9999
ESSH12 	ESSR16 	U	-57.92		-	1.88	5.38	9999
ESSH12 	ESSR17 	U	-61.56		-	1.43	4.36	9999
ESSH12 	ESSR21 	U	-54.16		-	1.73	5.74	9999
ESSH12 	ESSR22 	U	-56.16		-	1.11	5.04	9999
ESSH12 	ESSR23 	U	-61.08		-	3.06	6.72	9999
ESSH12 	ESSR24 	U	-53.28		-	1.09	2.94	9999
ESSH12 	ESSR25 	U	-59.41		-	0.80	4.40	9999
ESSH12 	ESSR26 	U	-60.44		-	3.48	7.44	9999
ESSH12 	ESSR27 	U	-56.41		-	4.31	9.69	9999
ESSH12 	ESSR28 	U	-48.23		-	1.11	4.36	9999
ESSH12 	ESSE01 	U	-54.96		-	2.99	7.48	9999
ESSH12 	ESSE02 	U	-69.76		-	2.23	6.24	9999
ESSH12 	ESSE03 	HS	-61.60		0.45	-	2.02	9999
ESSH12 	ESSE04 	U	-51.88		-	2.25	5.39	9999
ESSH12 	ESSE05 	HS	-56.34		0.24	-	3.62	9999
ESSH12 	ESSE06 	U	-66.49		-	1.83	6.19	9999
ESSH12 	ESSE07 	HS	-62.02		0.72	-	1.52	0.23
ESSH12 	ESSE08 	U	-57.23		-	2.12	6.78	9999
ESSH12 	ESSE09 	U	-62.92		-	0.54	3.26	9999
ESSH12 	ESSE10 	U	-53.97		-	0.18	3.14	9999
ESSH12 	ESSE11 	U	-54.95		-	1.58	4.73	9999
ESSH12 	ESSE12 	U	-71.36		-	2.09	6.79	9999
ESSH12 	ESSE13 	U	-51.85		-	0.65	2.26	9999
ESSH12 	ESSE14 	HS	-63.24		0.50	-	2.72	9999
ESSH12 	ESSE15 	U	-60.68		-	2.54	7.13	9999
ESSH12 	ESSE16 	U	-59.39		-	2.25	5.58	9999
ESSH12 	ESSE17 	U	-55.66		-	0.65	3.22	9999
ESSH12 	ESSE18 	U	-58.60		-	3.67	9.18	9999
ESSH12 	ESSE19 	U	-67.62		-	3.79	8.62	9999
ESSH12 	ESSE20 	U	-63.36		-	2.57	7.17	9999
ESSH12 	ESSE21 	U	-59.99		-	1.81	6.13	9999
ESSH12 	ESSE22 	U	-37.47		-	0.44	2.02	9999
ESSH12 	ESSE23 	U	-54.83		-	3.55	7.56	9999
ESSH12 	ESSE24 	U	-59.22		-	1.38	5.69	9999
ESSH12 	ESSE25 	U	-53.78		-	1.23	4.99	9999
ESSH12 	ESSE26 	HS	-55.20		0.42	-	3.27	9999
ESSH12 	ESSE27 	U	-57.47		-	1.53	4.88	9999
ESSH12 	ESSE28 	U	-57.81		-	1.46	4.42	9999
ESSH12 	ESSH10 	U	-60.14		-	2.50	7.11	9999
ESSH12 	ESSH11 	U	-63.81		-	1.92	4.80	9999
ESSH13 	ESSR18 	HS	-50.49		0.18	-	2.61	0.27
ESSH13 	ESSR19 	U	-56.08		-	0.99	4.44	9999
ESSH13 	ESSR20 	U	-54.25		-	1.71	4.98	9999
ESSH13 	ESSR01 	U	-52.97		-	3.68	8.06	9999
ESSH13 	ESSR02 	U	-51.04		-	1.36	4.92	9999
ESSH13 	ESSR03 	U	-54.36		-	0.05	2.93	9999
ESSH13 	ESSR04 	U	-54.50		-	1.07	2.68	9999
ESSH13 	ESSR05 	U	-47.32		-	0.14	1.73	9999
ESSH13 	ESSR06 	U	-59.21		-	0.97	3.39	9999
ESSH13 	ESSR07 	U	-49.32		-	0.14	1.87	9999
ESSH13 	ESSR08 	U	-55.91		-	3.37	7.97	9999
ESSH13 	ESSR09 	U	-54.99		-	2.38	6.94	9999
ESSH13 	ESSR10 	HS	-43.83		0.15	-	1.98	9999
ESSH13 	ESSR11 	U	-50.45		-	1.09	3.99	9999
ESSH13 	ESSR12 	U	-52.51		-	0.15	2.51	9999
ESSH13 	ESSR13 	PO	-41.22		1.71	0.37	1.21	-
ESSH13 	ESSR14 	U	-61.75		-	2.84	7.69	9999
ESSH13 	ESSR15 	U	-44.33		-	1.18	4.73	9999
ESSH13 	ESSR16 	U	-52.67		-	2.47	5.98	9999
ESSH13 	ESSR17 	HS	-55.76		0.55	-	1.88	9999
ESSH13 	ESSR21 	HS	-50.84		1.88	-	0.78	9999
ESSH13 	ESSR22 	U	-53.75		-	1.66	5.66	9999
ESSH13 	ESSR23 	U	-58.67		-	2.17	6.36	9999
ESSH13 	ESSR24 	U	-50.87		-	1.59	5.15	9999
ESSH13 	ESSR25 	U	-56.99		-	4.11	9.46	9999
ESSH13 	ESSR26 	U	-57.12		-	3.81	7.99	9999
ESSH13 	ESSR27 	U	-54.00		-	1.06	4.79	9999
ESSH13 	ESSR28 	U	-45.82		-	2.74	7.09	9999
ESSH13 	ESSE01 	U	-49.71		-	1.30	4.53	9999
ESSH13 	ESSE02 	U	-64.51		-	1.90	5.54	9999
ESSH13 	ESSE03 	HS	-56.79		0.01	-	1.16	9999
ESSH13 	ESSE04 	HS	-48.75		0.72	-	1.42	9999
ESSH13 	ESSE05 	U	-51.33		-	2.58	6.07	9999
ESSH13 	ESSE06 	U	-61.24		-	1.50	4.92	9999
ESSH13 	ESSE07 	FS	-55.33		2.16	0.05	-	9999
ESSH13 	ESSE08 	U	-51.98		-	0.51	3.77	9999
ESSH13 	ESSE09 	U	-57.67		-	2.28	6.82	9999
ESSH13 	ESSE10 	U	-49.62		-	0.53	3.21	9999
ESSH13 	ESSE11 	HS	-49.66		0.04	-	3.30	0.66
ESSH13 	ESSE12 	U	-66.11		-	1.66	3.97	9999
ESSH13 	ESSE13 	HS	-46.10		0.50	-	1.06	9999
ESSH13 	ESSE14 	U	-58.49		-	1.70	4.70	9999
ESSH13 	ESSE15 	U	-55.43		-	4.36	9.92	9999
ESSH13 	ESSE16 	U	-54.14		-	1.20	4.30	9999
ESSH13 	ESSE17 	U	-50.41		-	0.14	1.24	9999
ESSH13 	ESSE18 	U	-53.35		-	2.96	7.09	9999
ESSH13 	ESSE19 	U	-62.37		-	0.77	4.01	9999
ESSH13 	ESSE20 	U	-58.11		-	0.40	2.68	9999
ESSH13 	ESSE21 	PO	-53.92		3.65	1.10	2.89	-
ESSH13 	ESSE22 	U	-36.79		-	3.28	6.82	9999
ESSH13 	ESSE23 	U	-52.42		-	1.60	4.90	9999
ESSH13 	ESSE24 	U	-56.81		-	1.85	5.53	9999
ESSH13 	ESSE25 	HS	-51.19		0.17	-	1.80	9999
ESSH13 	ESSE26 	U	-53.20		-	2.19	6.25	9999
ESSH13 	ESSE27 	U	-55.06		-	2.63	6.66	9999
ESSH13 	ESSE28 	U	-52.56		-	2.23	6.48	9999
ESSH13 	ESSH10 	U	-54.89		-	0.44	2.38	9999
ESSH13 	ESSH11 	U	-58.56		-	3.26	7.19	9999
ESSH13 	ESSH12 	U	-52.35		-	0.88	3.81	9999
ESSH14 	ESSR18 	HS	-54.71		1.39	-	0.69	9999
ESSH14 	ESSR19 	U	-61.52		-	2.16	6.11	9999
ESSH14 	ESSR20 	U	-59.69		-	0.79	2.74	9999
ESSH14 	ESSR01 	U	-58.41		-	1.63	5.80	9999
ESSH14 	ESSR02 	U	-56.48		-	0.56	1.92	9999
ESSH14 	ESSR03 	U	-59.80		-	3.69	8.58	9999
ESSH14 	ESSR04 	U	-59.94		-	1.80	5.20	9999
ESSH14 	ESSR05 	U	-53.67		-	1.09	4.85	9999
ESSH14 	ESSR06 	HS	-63.26		1.38	-	2.94	9999
ESSH14 	ESSR07 	U	-55.67		-	1.22	4.10	9999
ESSH14 	ESSR08 	U	-61.35		-	3.77	7.94	9999
ESSH14 	ESSR09 	U	-60.43		-	0.33	3.43	9999
ESSH14 	ESSR10 	U	-50.13		-	1.25	3.71	9999
ESSH14 	ESSR11 	U	-55.89		-	2.74	7.06	9999
ESSH14 	ESSR12 	U	-57.94		-	3.23	7.92	9999
ESSH14 	ESSR13 	HS	-44.93		0.23	-	1.48	9999
ESSH14 	ESSR14 	FS	-65.86		1.33	0.24	-	9999
ESSH14 	ESSR15 	U	-46.55		-	0.70	3.62	9999
ESSH14 	ESSR16 	U	-58.11		-	0.11	2.20	9999
ESSH14 	ESSR17 	U	-61.75		-	3.43	7.41	9999
ESSH14 	ESSR21 	U	-56.07		-	3.07	7.67	9999
ESSH14 	ESSR22 	U	-59.18		-	1.53	3.94	9999
ESSH14 	ESSR23 	U	-64.11		-	4.48	8.77	9999
ESSH14 	ESSR24 	U	-56.31		-	2.01	5.85	9999
ESSH14 	ESSR25 	U	-62.43		-	2.72	6.98	9999
ESSH14 	ESSR26 	U	-63.47		-	3.24	7.28	9999
ESSH14 	ESSR27 	U	-59.43		-	2.09	5.59	9999
ESSH14 	ESSR28 	U	-51.26		-	0.78	2.46	9999
ESSH14 	ESSE01 	U	-55.15		-	2.50	6.81	9999
ESSH14 	ESSE02 	U	-69.95		-	0.62	5.24	9999
ESSH14 	ESSE03 	U	-62.24		-	4.05	8.74	9999
ESSH14 	ESSE04 	U	-54.91		-	0.03	1.24	9999
ESSH14 	ESSE05 	HS	-56.45		0.32	-	1.97	9999
ESSH14 	ESSE06 	U	-66.68		-	2.71	6.31	9999
ESSH14 	ESSE07 	U	-62.93		-	2.15	5.37	9999
ESSH14 	ESSE08 	U	-57.42		-	2.75	5.69	9999
ESSH14 	ESSE09 	U	-63.11		-	3.45	8.22	9999
ESSH14 	ESSE10 	U	-53.31		-	1.76	3.92	9999
ESSH14 	ESSE11 	U	-55.14		-	1.40	3.92	9999
ESSH14 	ESSE12 	U	-71.55		-	3.85	9.21	9999
ESSH14 	ESSE13 	U	-52.04		-	1.02	3.54	9999
ESSH14 	ESSE14 	U	-63.93		-	1.76	5.33	9999
ESSH14 	ESSE15 	U	-60.87		-	1.18	4.56	9999
ESSH14 	ESSE16 	U	-59.57		-	2.88	6.85	9999
ESSH14 	ESSE17 	U	-55.85		-	1.85	5.75	9999
ESSH14 	ESSE18 	HS	-56.80		1.98	-	2.09	9999
ESSH14 	ESSE19 	HS	-67.77		0.04	-	2.58	9999
ESSH14 	ESSE20 	U	-63.55		-	1.43	4.68	9999
ESSH14 	ESSE21 	U	-63.02		-	3.80	9.10	9999
ESSH14 	ESSE22 	HS	-41.13		0.35	-	1.37	9999
ESSH14 	ESSE23 	U	-57.86		-	3.34	7.97	9999
ESSH14 	ESSE24 	U	-62.25		-	2.39	6.07	9999
ESSH14 	ESSE25 	U	-56.80		-	1.18	4.96	9999
ESSH14 	ESSE26 	U	-58.64		-	2.89	6.90	9999
ESSH14 	ESSE27 	U	-60.50		-	3.31	7.68	9999
ESSH14 	ESSE28 	U	-58.00		-	2.48	6.74	9999
ESSH14 	ESSH10 	HS	-60.14		0.19	-	1.74	9999
ESSH14 	ESSH11 	U	-64.00		-	0.11	3.46	9999
ESSH14 	ESSH12 	U	-57.78		-	2.92	7.38	9999
ESSH14 	ESSH13 	U	-52.53		-	1.45	4.26	9999
ESSH15 	ESSR18 	U	-54.67		-	1.20	3.78	9999
ESSH15 	ESSR19 	U	-60.08		-	0.52	3.08	9999
ESSH15 	ESSR20 	U	-58.24		-	1.57	4.72	9999
ESSH15 	ESSR01 	U	-56.97		-	2.74	6.56	9999
ESSH15 	ESSR02 	U	-55.04		-	1.44	4.02	9999
ESSH15 	ESSR03 	U	-58.36		-	0.85	4.34	9999
ESSH15 	ESSR04 	U	-58.49		-	1.39	3.84	9999
ESSH15 	ESSR05 	U	-52.23		-	1.96	4.28	9999
ESSH15 	ESSR06 	U	-63.21		-	4.38	8.94	9999
ESSH15 	ESSR07 	U	-54.23		-	0.19	3.68	9999
ESSH15 	ESSR08 	U	-59.91		-	2.05	6.20	9999
ESSH15 	ESSR09 	U	-58.99		-	2.63	6.31	9999
ESSH15 	ESSR10 	U	-47.97		-	0.92	3.31	9999
ESSH15 	ESSR11 	U	-54.45		-	1.31	5.00	9999
ESSH15 	ESSR12 	U	-56.50		-	0.06	2.64	9999
ESSH15 	ESSR13 	PO	-43.12		1.24	0.35	2.30	-
ESSH15 	ESSR14 	U	-65.75		-	2.95	7.83	9999
ESSH15 	ESSR15 	U	-45.76		-	2.45	5.35	9999
ESSH15 	ESSR16 	HS	-56.59		0.08	-	1.95	9999
ESSH15 	ESSR17 	HS	-59.32		0.99	-	2.23	9999
ESSH15 	ESSR21 	U	-55.75		-	1.86	5.91	9999
ESSH15 	ESSR22 	U	-57.74		-	2.97	7.33	9999
ESSH15 	ESSR23 	U	-62.67		-	1.60	5.44	9999
ESSH15 	ESSR24 	U	-54.87		-	2.23	5.62	9999
ESSH15 	ESSR25 	U	-60.99		-	4.90	10.41	9999
ESSH15 	ESSR26 	U	-62.03		-	2.16	6.53	9999
ESSH15 	ESSR27 	U	-57.99		-	1.33	4.46	9999
ESSH15 	ESSR28 	U	-49.81		-	3.23	7.50	9999
ESSH15 	ESSE01 	U	-53.71		-	2.94	6.77	9999
ESSH15 	ESSE02 	HS	-67.11		1.40	-	2.06	9999
ESSH15 	ESSE03 	U	-60.80		-	2.08	5.90	9999
ESSH15 	ESSE04 	U	-53.47		-	0.36	1.65	9999
ESSH15 	ESSE05 	U	-55.33		-	1.25	4.09	9999
ESSH15 	ESSE06 	U	-65.24		-	1.83	5.66	9999
ESSH15 	ESSE07 	HS	-60.84		0.65	-	1.30	9999
ESSH15 	ESSE08 	U	-55.98		-	1.31	5.02	9999
ESSH15 	ESSE09 	U	-61.67		-	0.45	3.09	9999
ESSH15 	ESSE10 	U	-52.43		-	2.45	6.37	9999
ESSH15 	ESSE11 	U	-53.70		-	1.86	5.83	9999
ESSH15 	ESSE12 	U	-70.11		-	3.61	8.92	9999
ESSH15 	ESSE13 	U	-50.60		-	1.43	4.72	9999
ESSH15 	ESSE14 	U	-62.48		-	2.24	5.44	9999
ESSH15 	ESSE15 	U	-59.43		-	2.98	7.67	9999
ESSH15 	ESSE16 	U	-58.13		-	2.32	6.57	9999
ESSH15 	ESSE17 	U	-54.41		-	0.94	3.71	9999
ESSH15 	ESSE18 	U	-57.35		-	3.42	7.85	9999
ESSH15 	ESSE19 	U	-66.37		-	1.05	3.35	9999
ESSH15 	ESSE20 	U	-62.10		-	0.29	3.09	9999
ESSH15 	ESSE21 	HS	-59.53		2.04	-	1.40	9999
ESSH15 	ESSE22 	U	-39.60		-	2.57	6.02	9999
ESSH15 	ESSE23 	U	-56.42		-	3.67	8.65	9999
ESSH15 	ESSE24 	U	-60.81		-	0.91	3.85	9999
ESSH15 	ESSE25 	U	-55.36		-	2.87	6.30	9999
ESSH15 	ESSE26 	U	-57.20		-	1.99	6.33	9999
ESSH15 	ESSE27 	U	-59.06		-	2.06	6.43	9999
ESSH15 	ESSE28 	U	-56.55		-	4.06	8.21	9999
ESSH15 	ESSH10 	U	-58.89		-	1.37	4.35	9999
ESSH15 	ESSH11 	U	-62.56		-	2.28	6.31	9999
ESSH15 	ESSH12 	U	-56.34		-	1.74	5.21	9999
ESSH15 	ESSH13 	FS	-45.74		5.35	1.89	-	9999
ESSH15 	ESSH14 	HS	-54.28		2.25	-	1.13	9999
ESSH16 	ESSR18 	U	-58.35		-	3.55	8.41	9999
ESSH16 	ESSR19 	U	-63.77		-	0.35	4.60	9999
ESSH16 	ESSR20 	U	-61.93		-	3.94	9.06	9999
ESSH16 	ESSR01 	PO	-52.76		7.90	2.63	1.59	-
ESSH16 	ESSR02 	U	-58.73		-	2.28	5.64	9999
ESSH16 	ESSR03 	U	-62.05		-	1.68	3.54	9999
ESSH16 	ESSR04 	U	-62.18		-	4.10	9.00	9999
ESSH16 	ESSR05 	U	-55.92		-	3.03	6.88	9999
ESSH16 	ESSR06 	U	-66.89		-	2.91	7.96	9999
ESSH16 	ESSR07 	U	-57.91		-	2.52	7.11	9999
ESSH16 	ESSR08 	U	-63.59		-	0.18	3.79	9999
ESSH16 	ESSR09 	HS	-62.11		0.56	-	1.16	9999
ESSH16 	ESSR10 	U	-50.59		-	2.25	5.70	9999
ESSH16 	ESSR11 	U	-58.13		-	1.81	5.31	9999
ESSH16 	ESSR12 	U	-58.73		-	2.32	6.54	9999
ESSH16 	ESSR13 	U	-49.92		-	3.59	8.41	9999
ESSH16 	ESSR14 	U	-69.44		-	1.55	6.41	9999
ESSH16 	ESSR15 	U	-51.32		-	1.49	4.12	9999
ESSH16 	ESSR16 	HS	-59.81		0.55	-	3.20	0.45
ESSH16 	ESSR17 	U	-64.00		-	4.43	9.40	9999
ESSH16 	ESSR21 	U	-57.14		-	2.91	7.49	9999
ESSH16 	ESSR22 	U	-59.97		-	2.25	6.17	9999
ESSH16 	ESSR23 	HS	-62.98		1.91	-	2.66	9999
ESSH16 	ESSR24 	U	-57.10		-	1.42	5.22	9999
ESSH16 	ESSR25 	U	-63.22		-	0.30	2.57	9999
ESSH16 	ESSR26 	U	-64.26		-	5.34	10.97	9999
ESSH16 	ESSR27 	U	-60.22		-	2.48	6.59	9999
ESSH16 	ESSR28 	U	-52.04		-	1.51	5.08	9999
ESSH16 	ESSE01 	PO	-52.85		4.55	1.51	1.79	-
ESSH16 	ESSE02 	U	-72.20		-	2.75	6.90	9999
ESSH16 	ESSE03 	U	-64.49		-	2.46	5.69	9999
ESSH16 	ESSE04 	U	-55.70		-	2.01	5.57	9999
ESSH16 	ESSE05 	U	-59.01		-	0.53	4.44	9999
ESSH16 	ESSE06 	U	-68.93		-	0.10	3.63	9999
ESSH16 	ESSE07 	U	-65.18		-	1.32	5.57	9999
ESSH16 	ESSE08 	U	-59.67		-	0.63	4.57	9999
ESSH16 	ESSE09 	U	-65.35		-	2.57	6.95	9999
ESSH16 	ESSE10 	U	-56.00		-	2.38	5.94	9999
ESSH16 	ESSE11 	HS	-56.52		0.87	-	2.00	9999
ESSH16 	ESSE12 	U	-73.80		-	4.94	10.85	9999
ESSH16 	ESSE13 	U	-54.29		-	1.09	4.67	9999
ESSH16 	ESSE14 	HS	-65.30		0.87	-	2.86	9999
ESSH16 	ESSE15 	HS	-61.58		1.54	-	1.79	9999
ESSH16 	ESSE16 	U	-61.82		-	1.56	5.38	9999
ESSH16 	ESSE17 	U	-58.10		-	2.32	6.12	9999
ESSH16 	ESSE18 	U	-61.03		-	1.25	5.27	9999
ESSH16 	ESSE19 	U	-70.05		-	2.66	7.59	9999
ESSH16 	ESSE20 	U	-65.79		-	1.79	5.72	9999
ESSH16 	ESSE21 	U	-63.80		-	4.44	9.89	9999
ESSH16 	ESSE22 	U	-42.53		-	0.39	2.69	9999
ESSH16 	ESSE23 	U	-58.65		-	1.50	5.27	9999
ESSH16 	ESSE24 	U	-63.03		-	1.44	5.69	9999
ESSH16 	ESSE25 	U	-57.59		-	2.98	7.15	9999
ESSH16 	ESSE26 	U	-59.43		-	3.18	8.29	9999
ESSH16 	ESSE27 	U	-61.29		-	1.26	4.14	9999
ESSH16 	ESSE28 	U	-60.24		-	0.68	4.57	9999
ESSH16 	ESSH10 	U	-62.58		-	3.29	8.17	9999
ESSH16 	ESSH11 	U	-66.25		-	1.73	5.98	9999
ESSH16 	ESSH12 	U	-60.03		-	1.70	4.87	9999
ESSH16 	ESSH13 	U	-54.78		-	4.45	9.91	9999
ESSH16 	ESSH14 	U	-60.22		-	1.40	5.32	9999
ESSH16 	ESSH15 	U	-58.78		-	2.78	7.25	9999
ESSH17 	ESSR18 	U	-61.51		-	3.05	8.01	9999
ESSH17 	ESSR19 	U	-66.93		-	3.43	7.74	9999
ESSH17 	ESSR20 	U	-65.09		-	3.55	8.80	9999
ESSH17 	ESSR01 	U	-63.82		-	1.65	5.04	9999
ESSH17 	ESSR02 	U	-61.88		-	2.85	7.75	9999
ESSH17 	ESSR03 	U	-65.21		-	4.01	9.66	9999
ESSH17 	ESSR04 	U	-65.34		-	3.76	9.14	9999
ESSH17 	ESSR05 	HS	-55.07		1.80	-	1.82	9999
ESSH17 	ESSR06 	U	-70.05		-	3.08	8.23	9999
ESSH17 	ESSR07 	U	-58.86		-	4.50	9.95	9999
ESSH17 	ESSR08 	U	-66.75		-	2.40	7.16	9999
ESSH17 	ESSR09 	U	-65.83		-	3.80	9.35	9999
ESSH17 	ESSR10 	U	-55.02		-	2.89	7.54	9999
ESSH17 	ESSR11 	U	-61.29		-	2.65	6.83	9999
ESSH17 	ESSR12 	U	-59.31		-	3.54	8.84	9999
ESSH17 	ESSR13 	U	-53.45		-	2.57	6.48	9999
ESSH17 	ESSR14 	U	-72.59		-	2.46	7.15	9999
ESSH17 	ESSR15 	U	-54.85		-	2.10	6.47	9999
ESSH17 	ESSR16 	U	-63.51		-	1.73	5.24	9999
ESSH17 	ESSR17 	U	-67.15		-	4.31	10.00	9999
ESSH17 	ESSR21 	U	-56.23		-	2.07	6.22	9999
ESSH17 	ESSR22 	U	-60.55		-	1.35	5.10	9999
ESSH17 	ESSR23 	U	-65.47		-	3.21	7.38	9999
ESSH17 	ESSR24 	U	-57.67		-	2.38	6.09	9999
ESSH17 	ESSR25 	U	-63.80		-	1.78	6.76	9999
ESSH17 	ESSR26 	U	-62.63		-	1.53	4.57	9999
ESSH17 	ESSR27 	U	-60.80		-	3.03	7.70	9999
ESSH17 	ESSR28 	U	-52.62		-	2.35	6.62	9999
ESSH17 	ESSE01 	U	-60.55		-	1.30	5.54	9999
ESSH17 	ESSE02 	U	-75.35		-	5.09	11.25	9999
ESSH17 	ESSE03 	U	-67.64		-	0.39	4.87	9999
ESSH17 	ESSE04 	U	-56.27		-	1.03	3.92	9999
ESSH17 	ESSE05 	U	-62.17		-	2.25	6.99	9999
ESSH17 	ESSE06 	HS	-69.09		2.99	-	0.38	9999
ESSH17 	ESSE07 	U	-68.33		-	0.73	2.35	9999
ESSH17 	ESSE08 	U	-62.82		-	1.57	4.43	9999
ESSH17 	ESSE09 	U	-68.51		-	2.35	6.05	9999
ESSH17 	ESSE10 	U	-60.39		-	3.08	7.56	9999
ESSH17 	ESSE11 	U	-60.54		-	0.79	3.53	9999
ESSH17 	ESSE12 	U	-76.95		-	3.77	9.15	9999
ESSH17 	ESSE13 	U	-57.44		-	2.76	6.26	9999
ESSH17 	ESSE14 	U	-69.33		-	0.95	4.44	9999
ESSH17 	ESSE15 	U	-66.27		-	2.37	6.71	9999
ESSH17 	ESSE16 	U	-64.98		-	3.30	8.01	9999
ESSH17 	ESSE17 	U	-61.25		-	0.60	3.55	9999
ESSH17 	ESSE18 	U	-64.19		-	2.81	7.58	9999
ESSH17 	ESSE19 	U	-73.21		-	3.41	8.67	9999
ESSH17 	ESSE20 	U	-68.95		-	3.08	7.89	9999
ESSH17 	ESSE21 	U	-64.38		-	1.78	6.20	9999
ESSH17 	ESSE22 	U	-42.69		-	1.32	4.45	9999
ESSH17 	ESSE23 	U	-59.22		-	2.80	6.85	9999
ESSH17 	ESSE24 	U	-63.61		-	1.65	4.82	9999
ESSH17 	ESSE25 	U	-58.17		-	1.09	5.26	9999
ESSH17 	ESSE26 	U	-60.01		-	0.83	3.46	9999
ESSH17 	ESSE27 	HS	-61.25		0.62	-	1.90	9999
ESSH17 	ESSE28 	U	-63.40		-	4.89	10.24	9999
ESSH17 	ESSH10 	U	-65.73		-	2.69	6.81	9999
ESSH17 	ESSH11 	U	-69.40		-	3.08	7.39	9999
ESSH17 	ESSH12 	PO	-56.73		6.45	1.92	0.73	-
ESSH17 	ESSH13 	U	-57.94		-	0.08	2.95	9999
ESSH17 	ESSH14 	U	-63.37		-	2.56	5.96	9999
ESSH17 	ESSH15 	HS	-61.85		0.08	-	2.93	9999
ESSH17 	ESSH16 	U	-65.62		-	0.91	5.06	9999
ESSH18 	ESSR18 	U	-60.76		-	2.95	6.74	9999
ESSH18 	ESSR19 	U	-66.18		-	2.48	6.07	9999
ESSH18 	ESSR20 	U	-64.34		-	1.34	4.70	9999
ESSH18 	ESSR01 	U	-63.07		-	1.06	2.99	9999
ESSH18 	ESSR02 	U	-61.14		-	1.33	4.20	9999
ESSH18 	ESSR03 	U	-64.46		-	2.47	6.81	9999
ESSH18 	ESSR04 	U	-64.59		-	4.17	9.23	9999
ESSH18 	ESSR05 	U	-58.33		-	1.87	4.38	9999
ESSH18 	ESSR06 	U	-69.30		-	0.47	3.70	9999
ESSH18 	ESSR07 	U	-60.32		-	2.10	6.25	9999
ESSH18 	ESSR08 	U	-66.00		-	1.53	4.63	9999
ESSH18 	ESSR09 	U	-65.09		-	4.29	9.53	9999
ESSH18 	ESSR10 	U	-54.19		-	0.09	1.07	9999
ESSH18 	ESSR11 	U	-60.54		-	2.85	7.73	9999
